part_number,name,voltage,capacity_ah,length_mm,width_mm,height_mm,terminal_layout,cca,rc,warranty_months,category,tier,make,model,year_from,year_to,series,engine_type,drive_type,body_type,chassis,engine_code,power_kw,is_auxiliary
DIN85LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,105,351,175,190,C Polarity STD Terminal,900,190,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ASTON MARTIN,VANTAGE,2017,2026,V12 AMR Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AM28,433,No
DIN85LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,88,353,175,190,C Polarity STD Terminal,760,165,30,Car & Passenger Vehicles,Hi Performance DIN,ASTON MARTIN,VANTAGE,2017,2026,V12 AMR Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AM28,433,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,VANTAGE,2017,2026,V8 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,"M 177.980,M 177.950",375,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,VANTAGE,2014,2018,6.0 V12S Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,,AM28,421,No
DIN85LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,105,351,175,190,C Polarity STD Terminal,900,190,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ASTON MARTIN,VANTAGE,2014,2018,6.0 V12S Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,,AM28,421,No
DIN85LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,88,353,175,190,C Polarity STD Terminal,760,165,30,Car & Passenger Vehicles,Hi Performance DIN,ASTON MARTIN,VANTAGE,2014,2018,6.0 V12S Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,,AM28,421,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,VANTAGE,2013,2017,6.0 V12S Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AM28,421,No
DIN85LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,105,351,175,190,C Polarity STD Terminal,900,190,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ASTON MARTIN,VANTAGE,2013,2017,6.0 V12S Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AM28,421,No
DIN85LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,88,353,175,190,C Polarity STD Terminal,760,165,30,Car & Passenger Vehicles,Hi Performance DIN,ASTON MARTIN,VANTAGE,2013,2017,6.0 V12S Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AM28,421,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,VANTAGE,2012,2017,6.0 Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,,AM10,380,No
